t,x1_t,x2_t,x3_t,y_t,E_t
0.0,0.21903405575801937,0.32410705830472497,0.45685888593725565,0.9693649343600151,0.8825340639149507
0.1001001001001001,0.19810314018341565,0.36990767890671106,0.4319891809098733,0.9695700166601077,0.9356806021933305
0.2002002002002002,0.17743007282977322,0.41806903292085873,0.404500894249368,0.9697784361985436,0.9732724145708288
0.3003003003003003,0.15731418127878116,0.4677391136817395,0.3749467050394794,0.9699901638291829,0.992542319185439
0.4004004004004004,0.1380495375054378,0.5179595968533102,0.34399086564125203,0.9702050560814104,0.9920368184200208
0.5005005005005005,0.11990784441807313,0.5677200883245557,0.31237206725737116,0.9704228568908543,0.9718474805588028
0.6006006006006006,0.10311315571426408,0.6160515910005082,0.2808352532852276,0.9706432058340378,0.9336041320206311
0.7007007007007008,0.08782352700105389,0.6621116778866764,0.25006479511226964,0.9708656659228919,0.8801898971561996
0.8008008008008008,0.07412702942835359,0.7052102491240577,0.22066272144758864,0.9710897339679893,0.8153175852297619
0.9009009009009009,0.062045196695095575,0.7448586785762462,0.19309612472865817,0.9713148779742965,0.7430192188119985
1.001001001001001,0.051539600310995845,0.7807687092216957,0.16769169046730834,0.9715405617209243,0.6671858322907604
1.1011011011011012,0.04252049308777943,0.812840672030588,0.14463883488163268,0.9717662601871608,0.5912095659217891
1.2012012012012012,0.03486844577062663,0.8411293391826591,0.12400221504671433,0.9719914869383137,0.5177992808804746
1.3013013013013013,0.028443220913100694,0.8658071413214266,0.1057496377654728,0.9722157986067544,0.4489149525057341
1.4014014014014016,0.02309499884368057,0.8871341563648675,0.08977084479145205,0.9724388027370401,0.3857899999195594
1.5015015015015016,0.01867939760531917,0.9054134220363566,0.0759071803583243,0.9726601659848488,0.32907152931000255
1.6016016016016017,0.015057019109385585,0.9209735429896334,0.06396943790098113,0.9728796048395701,0.2789176207001923
1.7017017017017018,0.012102709417418811,0.9341413599636831,0.05375593061889816,0.9730968897604139,0.23515418357872603
1.8018018018018018,0.009704999157517423,0.9452296560380379,0.045065344804444775,0.9733118363085451,0.19738315500667264
1.9019019019019021,0.007766312882672686,0.9545301932219327,0.037703493895394694,0.9735243005120939,0.1650697698339152
2.002002002002002,0.006204876179272724,0.9623033633393675,0.031491760481359835,0.9737341757700294,0.13763423367197802
2.1021021021021022,0.004950116339671542,0.9687836141124425,0.026266269547885947,0.973941383426348,0.11447362623253043
2.2022022022022023,0.003944624036003368,0.974172864107123,0.021882511856873718,0.9741458722203822,0.09502133615999347
2.3023023023023024,0.0031404715709107515,0.9786465314865077,0.018212996942581595,0.9743476108938925,0.07874890100482607
2.4024024024024024,0.0024979737153000107,0.982355745353472,0.015146280931227961,0.974546585044406,0.06517627003216372
2.5025025025025025,0.0019858633308497357,0.9854261146705857,0.012588021998564606,0.9747427955433304,0.053890634173124397
2.6026026026026026,0.00157781116225686,0.987966163046698,0.010456025791045145,0.9749362529744051,0.04452284242152997
2.702702702702703,0.0012528998727718758,0.9900661490789515,0.008680951048276604,0.9751269773816534,0.03675922962915515
2.802802802802803,0.0009947411071585036,0.9918003098129561,0.007204949079885412,0.9753149962210629,0.03033774696729679
2.902902902902903,0.0007894527585680508,0.9932326466212786,0.005977900620153334,0.9755003412768933,0.02502839418418557
3.0030030030030033,0.0006262542347569154,0.9944154182275325,0.004958327537710621,0.975683048958595,0.020641731616534438
3.1031031031031033,0.0004968513733602943,0.995390993883347,0.004112154743292804,0.9758631590637926,0.01702323460619034
3.2032032032032034,0.0003941290261063654,0.9961960641163766,0.0034098068575170427,0.9760407128403177,0.014037741486729548
3.3033033033033035,0.0003124446442811259,0.9968609140272651,0.002826641328453891,0.976215753165326,0.011573195790556004
3.4034034034034035,0.00024773558830484333,0.9974091186371072,0.002343145774588024,0.9763883244528601,0.00954244209439353
3.5035035035035036,0.00019651400565198085,0.9978610656927908,0.001942420301557337,0.9765584712131354,0.007869697913309243
3.6036036036036037,0.00015578075578554098,0.998234369490004,0.0016098497542106067,0.976726237879332,0.006489195276570779
3.7037037037037037,0.00012341724386337515,0.9985426328338696,0.0013339499222671115,0.976891669197338,0.005350306199032874
3.8038038038038042,9.784468098691055e-05,0.9987966504200482,0.0011055048989649812,0.9770548097398581,0.004412910561835039
3.9039039039039043,7.763790680797218e-05,0.9990060240302203,0.0009163380629717663,0.9772157033484661,0.0036411851540001285
4.004004004004004,6.153971550772427e-05,0.9991791494781832,0.000759310806309177,0.977374393142028,0.003003718345679216
4.104104104104104,4.871718785541243e-05,0.9993223143804505,0.0006289684316941646,0.9775309218194541,0.002477122455300268
4.2042042042042045,3.859756680783851e-05,0.9994402863095201,0.0005211161236720985,0.9776853314504229,0.0020437355020000115
4.3043043043043046,3.0640655694553664e-05,0.9995373971866172,0.0004319621576883296,0.9778376631724738,0.0016874566142003468
4.404404404404405,2.433686536347602e-05,0.9996175762977765,0.00035808683686004245,0.9779879571861587,0.0013936353561609326
4.504504504504505,1.9264419173360007e-05,0.9996841448312552,0.00029659074957145623,0.9781362528403469,0.0011498922058341791
4.604604604604605,1.5227227618233854e-05,0.9997392065226871,0.0002455662496947171,0.9782825888296869,0.0009484902586425393
4.704704704704705,1.205885310861402e-05,0.999784513493619,0.00020342765327250397,0.9784270029575248,0.0007829778860542765
4.804804804804805,9.589397107428918e-06,0.9998217242881706,0.00016868631472200302,0.9785695321163209,0.0006472259263264988
4.904904904904905,7.645957188727906e-06,0.9998524030453414,0.0001399509974698696,0.9787102122884782,0.0005354325460927511
5.005005005005005,6.062733370821706e-06,0.999877979549455,0.00011595771717419833,0.9788490785690548,0.0004422809472180491
5.105105105105105,4.777880781176581e-06,0.999899294232092,9.592788712682951e-05,0.9789861653481151,0.000364698419304922
5.205205205205205,3.7632927538383258e-06,0.9999168797143676,7.935699287858987e-05,0.9791215061998854,0.0003007540573660329
5.305305305305305,2.980583056000521e-06,0.9999312760886035,6.57433283404122e-05,0.9792551338923238,0.00024847469362898145
5.405405405405406,2.3845476417381885e-06,0.9999430267708034,5.4588681554898374e-05,0.979387080401332,0.00020586485023392118
5.505505505505506,1.9231646520078102e-06,0.9999526785006516,4.5398334696319665e-05,0.9795173769107551,0.00017090685293705656
5.605605605605606,1.538150530992884e-06,0.9999607788188142,3.768303065480528e-05,0.9796460538147479,0.0001415707022150714
5.705705705705706,1.2072244187603498e-06,0.9999676537350503,3.113904053097277e-05,0.9797731408540461,0.00011666598639050379
5.805805805805806,9.387617823260695e-07,0.9999733842398676,2.5676998350040505e-05,0.9798986670611476,9.591754558562615e-05
5.9059059059059065,7.308734764504551e-07,0.9999780811338439,2.1187992679630034e-05,0.9800226607641261,7.892919739381561e-05
6.0060060060060065,5.77772439460545e-07,0.9999818736997685,1.7548527792037914e-05,0.9801451496441239,6.523333922014541e-05
6.106106106106107,4.697736932500057e-07,0.9999849097026425,1.4620523664235675e-05,0.9802661607353518,5.429095403752955e-05
6.206206206206207,3.9329434327913084e-07,0.9999873553896789,1.2251315977869868e-05,0.9803857204250895,4.549161660859399e-05
6.306306306306307,3.308535785748415e-07,0.9999893954903022,1.0273656119262035e-05,0.9805038544536855,3.815349945730467e-05
6.406406406406407,2.64386574775768e-07,0.9999912126892931,8.52292413213748e-06,0.980620587940467,3.160116259073013e-05
6.506506506506507,2.016966795843532e-07,0.9999928052298016,6.993073518845637e-06,0.9807359455249853,2.5852333557530215e-05
6.606606606606607,1.4900447441610142e-07,0.9999941496745279,5.701320997720057e-06,0.9808499511766944,2.099941880469085e-05
6.706706706706707,1.0853091645872233e-07,0.999995247220493,4.644248590509272e-06,0.9809626283321916,1.7041440792250724e-05
6.806806806806807,8.098559165297932e-08,0.9999961107439314,3.8082704770705485e-06,0.9810739999255517,1.3933713169405804e-05
6.906906906906907,6.556671469268911e-08,0.99999676480029,3.1696329953699006e-06,0.9811840883883263,1.1587840518312363e-05
7.007007007007007,5.996112902472246e-08,0.9999972456242295,2.694414641482082e-06,0.9812929156495439,9.871718367153887e-06
7.107107107107107,6.034430684900346e-08,0.9999976011296235,2.338526069590583e-06,0.9814005031357106,8.609533399327152e-06
7.207207207207207,6.138034911850968e-08,0.9999978909095589,2.047710091987638e-06,0.9815068717708092,7.5817637497030624e-06
7.307307307307307,5.62219855392728e-08,0.9999981862363354,1.7575416790742278e-06,0.9816120419762997,6.525179242296547e-06
